Gene,Chr,Start,End
LOC124903829,1,3849811,3851719
DFFB,1,3857476,3885429
C1orf174,1,3889133,3900272
LINC01134,1,3900404,3915447
LINC01346,1,3940612,3952583
LINC01345,1,3947149,3948980
EEF1DP6,1,4175463,4175899
LINC01777,1,4412051,4424684
LOC105376674,1,4432146,4443634
LOC124904578,1,4552005,4556565
LINC01646,1,4571487,4583706
AJAP1,1,4654609,4792534
LINC02781,1,4973391,4983958
LOC124904589,1,4992630,4998716
LOC102724429,1,4997369,5004349
LINC02782,1,5090580,5098548
LOC105376682,1,5131856,5135311
LOC124904590,1,5422642,5428379
LOC107984911,1,5470329,5481317
LOC105376686,1,5490842,5494629
LOC124900451,1,5680952,5681026
LOC124903830,1,5704311,5713958
MIR4689,1,5862672,5862741
NPHP4,1,5862811,5992425
KCNAB2,1,5992676,6101180
LOC124903831,1,6085255,6086371
CHD5,1,6101787,6180321
RPL22,1,6185020,6199595
RNF207-AS1,1,6204840,6205780
RNF207,1,6206119,6221299
ICMT,1,6221193,6235964
ICMT-DT,1,6236240,6239444
HES3,1,6244179,6245578
GPR153,1,6247353,6261098
ACOT7,1,6264272,6393767
HES2,1,6415232,6419919
ESPN,1,6424776,6461370
MIR4252,1,6429834,6429896
TNFRSF25,1,6460786,6466173
PLEKHG5,1,6466092,6520092
NOL9,1,6521347,6554513
RNU6-731P,1,6540854,6540964
TAS1R1,1,6555307,6579755
LOC107984912,1,6567548,6579433
ZBTB48,1,6579994,6589280
KLHL21,1,6590724,6602869
LOC107984913,1,6603447,6613387
PHF13,1,6613731,6624030
THAP3,1,6624868,6635595
DNAJC11,1,6634170,6701816
LINC01672,1,6724745,6730012
LOC124904847,1,6752723,6752821
CAMTA1-DT,1,6783892,6784980
CAMTA1,1,6785454,7769706
LOC124903832,1,6828817,6852145
RPL37P9,1,6834282,6834637
RNU1-8P,1,7219360,7219524
LOC124900385,1,7364394,7370270
CAMTA1-AS2,1,7382487,7389754
CAMTA1-AS1,1,7440567,7441550
LOC105376691,1,7503037,7508625
LOC105376689,1,7685684,7704690
VAMP3,1,7771296,7781432
PER3,1,7784291,7845177
LOC124903833,1,7809137,7827118
UTS2,1,7847612,7913249
TNFRSF9,1,7915871,7940839
TRUND-NNN4-1,1,7930279,7930348
PARK7,1,7961711,7985505
LOC124903834,1,7999127,8006733
ERRFI1,1,8011727,8026309
ERRFI1-DT,1,8026493,8127070
RPL7AP18,1,8057181,8058487
LOC107984915,1,8129155,8147644
LOC100129776,1,8189826,8192773
RNU1-7P,1,8206434,8206597
LINC01714,1,8208672,8215210
LOC105376695,1,8239958,8249007
LOC124903835,1,8259371,8296449
RNU6-991P,1,8292157,8292263
SLC45A1,1,8318114,8344165
RERE,1,8352404,8817640
RERE-AS1,1,8424645,8435016
SNORD128,1,8494800,8494913
LOC124900452,1,8511795,8511919
RPL7P11,1,8750410,8751091
RPL7P7,1,8786129,8786951
RPL27P3,1,8798438,8799557
RPL23AP19,1,8831113,8831432
ENO1,1,8861000,8878686
MIR6728,1,8866502,8866590
ENO1-AS1,1,8878835,8879885
RNU6-304P,1,8883427,8883533
HMGN2P17,1,8893411,8894603
LOC112268261,1,8905216,8926874
CA6,1,8945868,8975092
RN7SL451P,1,8979576,8979874
SLC2A7,1,8992534,9026423
SLC2A5,1,9035106,9094195
LOC124900441,1,9082696,9082879
GPR157,1,9100305,9129102
MIR34AHG,1,9148011,9182338
MIR34A,1,9151668,9151777
LNCTAM34A,1,9182204,9192086
H6PD,1,9234774,9271337
LOC124903836,1,9241963,9242718
SPSB1,1,9292894,9369532
LINC02606,1,9425094,9428996
RNA5SP40,1,9437669,9437778
SLC25A33,1,9539465,9585173
RPL9P11,1,9576405,9577081
TMEM201,1,9588911,9614877
LOC124903837,1,9614664,9622316
PIK3CD,1,9627258,9729114
LOC105376712,1,9628447,9629427
PIK3CD-AS1,1,9652610,9654586
RPL26P7,1,9662288,9662628
PIK3CD-AS2,1,9672426,9687574
LOC124903839,1,9718103,9718736
CLSTN1,1,9728926,9824526
MZT1P1,1,9780822,9781440
CTNNBIP1,1,9848276,9910269
LOC105376717,1,9850665,9855492
LOC124903838,1,9879947,9883698
LZIC,1,9922118,9943391
NMNAT1,1,9942923,9996892
RN7SKP269,1,9947318,9947562
TMEM274P,1,9950572,9960787
MIR5697,1,9967381,9967458
LOC124903840,1,9996719,9998089
RBP7,1,9997228,10016021
UBE4B,1,10032958,10181239
RPL21P21,1,10054412,10054781
PGAM1P11,1,10058673,10059654
RNU6-828P,1,10163268,10163374
KIF1B,1,10210570,10381603
RNU6-37P,1,10298966,10299070
RN7SL731P,1,10306465,10306757
PGD,1,10399064,10420511
CENPS-CORT,1,10430433,10452153
CENPS,1,10430433,10442808
CORT,1,10450031,10451998
DFFA,1,10456522,10472529
PEX14,1,10474950,10630758
RN7SL614P,1,10616836,10617115
CASZ1,1,10636604,10796646
LOC105376733,1,10809160,10815658
HSPE1P24,1,10895761,10895998
LOC105376735,1,10912912,10918733
C1orf127,1,10946475,10982076
CFL1P6,1,10989810,10991829
TARDBP,1,11012654,11030528
MASP2,1,11026523,11047239
SRM,1,11054589,11060018
EXOSC10,1,11066618,11099869
EXOSC10-AS1,1,11099675,11102105
MTOR,1,11106535,11262551
MTOR-AS1,1,11143898,11149538
RNU6-537P,1,11152350,11152413
LOC124904848,1,11169507,11169613
ANGPTL7,1,11189355,11195981
RNU6-291P,1,11226254,11226360
RPL39P6,1,11232910,11233313
UBIAD1,1,11273198,11299574
UBE2V2P3,1,11278414,11279275
LOC105376737,1,11311876,11316302
LOC105376739,1,11357945,11365055
LOC105376740,1,11371689,11377536
LOC124903841,1,11394935,11398213
MTCYBP45,1,11425257,11425821
DISP3,1,11479155,11537551
LOC124903842,1,11495948,11499474
LINC01647,1,11609531,11613355
FBXO2,1,11648387,11654429
FBXO44,1,11654407,11663327
FBXO6,1,11664200,11674354
MAD2L2,1,11674480,11691830
DRAXIN,1,11686635,11725857
AGTRAP,1,11736136,11750769
LOC101060126,1,11761379,11762321
C1orf167,1,11762193,11789585
C1orf167-AS1,1,11777077,11779619
MTHFR,1,11785723,11805964
CLCN6,1,11806191,11843130
NPPA-AS1,1,11840319,11847616
NPPA,1,11845709,11847783
NPPB,1,11857464,11858945
SBF1P2,1,11877769,11880758
RNU5E-1,1,11908154,11908272
RNU5E-4P,1,11909808,11909927
LOC124903843,1,11911493,11913226
KIAA2013,1,11919591,11926427
PLOD1,1,11934717,11975537
MFN2,1,11980444,12013508
MIIP,1,12019498,12032045
MIR6729,1,12029158,12029222
RN7SL649P,1,12036740,12037014
TNFRSF8,1,12063303,12144207
RNU6-777P,1,12077881,12077984
RPL23AP89,1,12080250,12080546
MIR7846,1,12166943,12167038
TNFRSF1B,1,12166991,12209220
LOC124903844,1,12176179,12180309
MIR4632,1,12191713,12191773
RPL10P17,1,12220727,12221109
LOC124900427,1,12221148,12221271
VPS13D,1,12230030,12512047
LOC124903845,1,12356724,12368869
LOC124904680,1,12409168,12409251
SNORA59A,1,12507246,12507397
LINC02766,1,12525264,12535608
DHRS3,1,12567910,12618210
RNU6ATAC18P,1,12569972,12570072
MIR6730,1,12578957,12579023
AADACL4,1,12644085,12667076
LOC124903846,1,12702894,12707849
AADACL3,1,12716110,12728760
LOC124904811,1,12739736,12739839
CFAP107,1,12746200,12763699
PRAMEF12,1,12773738,12777906
PRAMEF1,1,12791397,12796628
LINC01784,1,12822686,12823223
PRAMEF11,1,12824605,12831410
PRAMEF30P,1,12838470,12841383
HNRNPCL1,1,12847377,12848720
PRAMEF2,1,12857086,12861909
PRAMEF4,1,12879212,12886201
PRAMEF10,1,12892896,12898270
PRAMEF7,1,12916610,12920751
RNU6-1072P,1,12922554,12922659
PRAMEF29P,1,12926162,12928882
PRAMEF6,1,12938472,12947580
PRAMEF28P,1,13029364,13032130
PRAMEF27,1,13049476,13056575
HNRNPCL3,1,13060769,13062878
PRAMEF25,1,13070774,13077884
PRAMEF34P,1,13094515,13099717
PRAMEF35P,1,13104375,13105689
HNRNPCL2,1,13115488,13116854
PRAMEF36P,1,13127069,13132274
PRAMEF26,1,13148907,13156009
HNRNPCL4,1,13163914,13165631
PRAMEF9,1,13171848,13179459
PRAMEF13,1,13196188,13201409
PRAMEF18,1,13222695,13226154
PRAMEF31P,1,13245837,13248814
PRAMEF5,1,13254198,13263435
PRAMEF32P,1,13272907,13275627
RNU6-771P,1,13279126,13279231
PRAMEF8,1,13281304,13285137
PRAMEF33,1,13303539,13308907
PRAMEF15,1,13315581,13322598
PRAMEF14,1,13341892,13347134
PRAMEF19,1,13368431,13371947
PRAMEF17,1,13389632,13392629
PRAMEF20,1,13410450,13421328
LRRC38,1,13474973,13514003
LOC102724856,1,13487571,13492872
LOC107984918,1,13513220,13516264
BRWD1P1,1,13554913,13555894
PDPN,1,13583757,13617957
RNA5SP41,1,13623184,13623284
LOC105378612,1,13670194,13674718
LOC105376756,1,13687047,13691892
LOC124900446,1,13696070,13696199
PRDM2,1,13700188,13825079
KAZN,1,13892824,15118043
RNU6-1265P,1,14124233,14124335
LOC107985467,1,14201945,14255662
LOC124903847,1,14283514,14311343
KAZN-AS1,1,14348955,14419973
LOC124903850,1,14493049,14502155
TBCAP2,1,14691937,14692400
LOC105376759,1,14801407,14805206
LOC124903848,1,14823121,14833064
LOC107985469,1,14888740,14911700
LOC124903849,1,14922372,14923891
TMEM51-AS1,1,15111815,15152464
TMEM51,1,15152566,15220478
TMEM51-AS2,1,15164192,15171624
MFFP1,1,15191757,15193125
ZBTB2P1,1,15226364,15227243
FHAD1,1,15236521,15403010
LOC124903853,1,15287356,15291933
LOC124903852,1,15316844,15323082
FHAD1-AS1,1,15326680,15343883
LOC124903851,1,15334524,15340926
EFHD2-AS1,1,15402979,15412312
EFHD2,1,15409888,15430339
CTRC,1,15438443,15449242
CELA2A,1,15456732,15472091
LOC105376767,1,15463515,15467505
CELA2B,1,15476104,15491395
CASP9,1,15491401,15524912
DNAJC16,1,15526848,15571733
SCARNA21B,1,15542166,15542304
AGMAT,1,15571699,15585051
LOC124903854,1,15588222,15603543
CHCHD2P6,1,15604528,15605314
LOC124904764,1,15607763,15607806
RNU7-179P,1,15608078,15608145
CD24P1,1,15609982,15614946
DDI2,1,15617458,15669044
RSC1A1,1,15659713,15662033
PLEKHM2,1,15681506,15734769
SLC25A34,1,15736258,15741392
SLC25A34-AS1,1,15740051,15749890
TMEM82,1,15742499,15747982
FBLIM1,1,15756638,15786589
RPL12P14,1,15792727,15793339
UQCRHL,1,15807374,15807649
RPS16P1,1,15828212,15828733
SPEN-AS1,1,15834215,15848147
SPEN,1,15847707,15940456
LOC124904815,1,15910897,15910997
ZBTB17,1,15941869,15976101
LOC124903855,1,15949931,15967643
SRARP,1,16004236,16008807
HSPB7,1,16014029,16019594
CLCNKA,1,16022036,16034050
FAM131C2P,1,16034510,16040031
CLCNKB,1,16043782,16057326
FAM131C,1,16057769,16073651
EPHA2,1,16124337,16156069
EPHA2-AS1,1,16155215,16185420
ARHGEF19,1,16197854,16212652
ANO7L1,1,16215907,16226931
CPLANE2,1,16231692,16237183
MT1XP1,1,16241080,16241440
FBXO42,1,16246840,16352480
SZRD1,1,16367242,16398145
RPL22P3,1,16369093,16369551
SPATA21,1,16395677,16437842
NECAP2,1,16440724,16460078
LINC01772,1,16460948,16468481
CROCCP3,1,16467436,16492701
RNU1-1,1,16514122,16514285
TRN-GTT5-1,1,16520585,16520658
LINC01783,1,16533891,16535652
RNU1-6P,1,16534081,16534224
TRE-TTC4-1,1,16535279,16535350
LOC124903856,1,16538986,16539663
TRG-CCC1-1,1,16545939,16546009
TRV-CAC11-1,1,16547665,16547737
PDE4DIPP8,1,16548651,16551230
LOC101056699,1,16553462,16553533
NBPF1,1,16562323,16613564
CROCCP2,1,16618256,16630906
LOC124900386,1,16632279,16646683
MST1P2,1,16645574,16650420
RNU1-3,1,16666785,16666948
LOC124903857,1,16672506,16673512
TRG-CCC4-1,1,16678271,16678341
EIF1AXP1,1,16683091,16686249
ESPNP,1,16691218,16720157
LOC124903858,1,16699997,16705455
TRV-CAC13-1,1,16725566,16725638
TRG-CCC5-1,1,16727285,16727355
LOC124903859,1,16737350,16740485
RNU1-4,1,16740516,16740679
CROCCP4,1,16750235,16750964
MST1L,1,16757120,16764480
PDE4DIPP9,1,16856711,16859284
MIR3675,1,16858949,16859021
TRV-CAC11-2,1,16860198,16860270
TRG-CCC1-2,1,16861921,16861991
LOC124903860,1,16867228,16873330
LOC112267871,1,16872226,16874096
TRE-TTC3-1,1,16872583,16872654
RNU1-5P,1,16873708,16873851
LOC107985101,1,16887335,16889613
LOC105376805,1,16888538,16889666
TRN-GTT4-1,1,16889677,16889750
RNU1-2,1,16895980,16896143
CROCC,1,16914085,16972964
MFAP2,1,16974502,16981583
LOC105376806,1,16975861,16977795
ATP13A2,1,16985958,17011928
SDHB,1,17018722,17054032
PADI2,1,17066761,17119451
LOC124903861,1,17111776,17113845
LOC105376808,1,17135665,17138955
LINC02783,1,17189789,17196387
PADI1,1,17205128,17246007
PADI3,1,17249098,17284233
MIR3972,1,17277889,17277975
PADI4,1,17308197,17364004
PADI6,1,17372196,17401699
RCC2,1,17406760,17439677
RCC2-AS1,1,17406761,17407382
LOC124903862,1,17440136,17441543
LOC124904837,1,17449763,17449863
ARHGEF10L,1,17513435,17697875
LINC02810,1,17717196,17722347
ACTL8,1,17755333,17827063
LOC105376809,1,18000470,18010489
LOC105376812,1,18043754,18052375
LINC01654,1,18065657,18074412
IGSF21,1,18107798,18378483
IGSF21-AS1,1,18160053,18176036
LOC124903864,1,18262567,18263470
LOC124903863,1,18289108,18298331
LOC124903865,1,18385743,18389040
KLHDC7A,1,18480930,18485974
DYNLL1P3,1,18513008,18513395
PAX7,1,18630846,18748866
TAS1R2,1,18839599,18859660
ALDH4A1,1,18871430,18902555
MIR4695,1,18883202,18883275
MIR1290,1,18897071,18897148
LOC124903866,1,18902113,18903371
IFFO2,1,18904280,18956676
LOC105376815,1,18968194,19051428
UBR4,1,19074510,19210266
EMC1-AS1,1,19210386,19240704
EMC1,1,19215660,19251524
MRTO4,1,19251805,19260128
AKR7L,1,19265982,19274122
AKR7A3,1,19274229,19288770
LOC124903867,1,19288060,19305348
LOC100506730,1,19293247,19295736
AKR7A2,1,19302708,19312146
RNU6-1099P,1,19305077,19305181
SLC66A1,1,19312326,19334463
CAPZB,1,19338775,19485539
LOC124903868,1,19408690,19416406
RN7SL277P,1,19424384,19424599
LOC124903869,1,19439898,19446536
LOC105376819,1,19484520,19531787
LOC105376818,1,19509890,19512483
RNU4-28P,1,19510593,19510733
LOC105376817,1,19512540,19529845
LOC124904816,1,19532170,19532274
MICOS10-DT,1,19591802,19596832
MICOS10-NBL1,1,19596979,19658452
MICOS10,1,19596979,19629820
RPS14P3,1,19607807,19608644
NBL1,1,19643229,19658452
HTR6,1,19664875,19680966
TMCO4,1,19682240,19799916
RNF186,1,19814029,19815283
LOC105376823,1,19860211,19889164
OTUD3,1,19882395,19912945
PLA2G2E,1,19920009,19923617
RN7SL304P,1,19970969,19971269
PLA2G2A,1,19975431,19980434
PLA2G5,1,20028408,20091911
LOC100419911,1,20038930,20039444
PLA2G2D,1,20111939,20119536
PLA2G2F,1,20139323,20150381
LOC117779438,1,20154214,20160568
PLA2G2C,1,20163055,20186518
UBXN10,1,20183331,20196050
LOC105376825,1,20197306,20202827
LOC105376826,1,20210715,20213349
LINC01757,1,20243095,20244655
LOC105376828,1,20271604,20274507
VWA5B1,1,20290875,20359518
LOC124903870,1,20339509,20340787
LINC01141,1,20359801,20428794
LOC124903871,1,20476222,20478793
CAMK2N1,1,20482391,20486210
MUL1,1,20499448,20508151
RPS4XP4,1,20525952,20526814
FAM43B,1,20552573,20555020
CDA,1,20589097,20618903
PINK1,1,20633458,20651511
MIR6084,1,20633679,20633788
PINK1-AS,1,20642657,20652193
DDOST,1,20651777,20661369
KIF17,1,20661630,20718007
SH2D5,1,20719731,20732703
HP1BP3,1,20740266,20787307
EIF4G3,1,20806292,21176897
RNU7-200P,1,20841241,20841302
LOC105376830,1,20903705,20919273
LOC105376829,1,20919271,20932636
MIR1256,1,20988314,20988432
RPS15AP6,1,21003511,21003964
HSPE1P27,1,21161475,21162081
ECE1,1,21217250,21345504
LOC124903872,1,21262083,21267251
ECE1-AS1,1,21293290,21299869
PPP1R11P1,1,21397800,21398562
PDE4DIPP10,1,21411456,21411990
LOC105376832,1,21412667,21416543
NBPF2P,1,21423108,21427960
HS6ST1P1,1,21428068,21432220
CROCCP5,1,21434320,21436826
NBPF3,1,21436789,21484900
PFN1P10,1,21459424,21460202
ALPL,1,21508984,21578410
LINC02596,1,21586448,21591187
RAP1GAP,1,21596221,21669357
USP48,1,21678298,21783149
LOC124904736,1,21741140,21741195
LDLRAD2,1,21812265,21825225
HSPG2,1,21822244,21937310
RPL21P29,1,21908058,21908614
CELA3B,1,21977022,21998642
RN7SL386P,1,21987481,21987777
RNU6-1022P,1,21987816,21987919
CELA3A,1,22001657,22012542
RN7SL186P,1,22010650,22010946
RNU6-776P,1,22010985,22011088
LINC01635,1,22023994,22026048
LINC00339,1,22025191,22031224
CDC42,1,22052709,22101360
LOC124903873,1,22066113,22068827
WNT4,1,22117313,22143097
LOC105376845,1,22140953,22157385
LOC105376850,1,22163343,22175759
LOC107985377,1,22252565,22257967
MIR4418,1,22266239,22266300
LOC105376856,1,22416331,22418964
ZBTB40,1,22428909,22531154
EPHA8,1,22563489,22603595
MIR6127,1,22633258,22633366
C1QA,1,22636463,22639678
C1QC,1,22643633,22648108
C1QB,1,22653236,22661637
EPHB2,1,22710838,22921500
MIR4684,1,22719517,22719598
MIR4253,1,22863159,22863226
LOC124903874,1,22883513,22889560
LACTBL1,1,22953043,22972866
TEX46,1,23010834,23015852
KDM1A,1,23019468,23083689
MIR3115,1,23044305,23044372
LUZP1,1,23083642,23178122
RNU6-514P,1,23162704,23162810
RNU6-135P,1,23163953,23164053
HTR1D,1,23191895,23217502
RPL29P6,1,23244729,23245346
LINC01355,1,23281309,23285518
HNRNPR,1,23304688,23344284
ZNF436,1,23359448,23369836
ZNF436-AS1,1,23368971,23371839
TCEA3,1,23380909,23424748
LOC124903875,1,23424866,23428983
ASAP3,1,23428563,23484631
E2F2,1,23505212,23531233
LOC101928163,1,23521930,23528419
LOC124903876,1,23539883,23573700
LOC105376859,1,23549139,23554956
ID3,1,23557926,23559501
LOC107984928,1,23576436,23577707
MDS2,1,23627334,23640568
EEF1A1P48,1,23670777,23671244
RPL11,1,23691779,23696835
ELOA,1,23743471,23762059
ELOA-AS1,1,23760382,23778297
PITHD1,1,23778418,23788232
LOC105376860,1,23790614,23793532
LYPLA2,1,23791145,23795539
GALE,1,23795599,23800754
HMGCL,1,23801885,23825429
LOC105376861,1,23825540,23838636
FUCA1,1,23845077,23868290
CNR2,1,23870515,23913362
LOC124904841,1,23882255,23882352
BTBD6P1,1,23901049,23903008
MIR378F,1,23929070,23929147
LOC124903877,1,23948809,23958114
H3P1,1,23949016,23949383
PNRC2,1,23959164,23963462
SRSF10,1,23964347,23980327
LOC105378615,1,23987408,23987788
RPL36P5,1,24007834,24008554
LOC105376863,1,24010517,24028975
LOC107984931,1,24042274,24064129
MYOM3,1,24056041,24112135
MYOM3-AS1,1,24066762,24083355
LOC124903878,1,24096046,24097974
LOC105376864,1,24098706,24103931
IL22RA1,1,24119771,24143140
LOC124903879,1,24151434,24160458
IFNLR1,1,24154168,24187289
LINC02800,1,24200240,24211690
GRHL3-AS1,1,24305928,24321950
GRHL3,1,24319357,24364482
STPG1,1,24356999,24415044
NIPAL3,1,24413524,24472983
RCAN3AS,1,24496254,24502382
RCAN3,1,24502344,24541040
NCMAP-DT,1,24539274,24556024
NCMAP,1,24556087,24609328
RPL26P8,1,24563597,24563971
SRRM1,1,24643302,24673281
LOC124904829,1,24666983,24667087
CLIC4,1,24745447,24844321
RNU6-1208P,1,24777873,24777979
LOC105376876,1,24857082,24865738
RUNX3,1,24899511,24965138
MIR6731,1,24919345,24919416
RUNX3-AS1,1,24932246,24964708
MIR4425,1,25023503,25023586
LINC02793,1,25041167,25048867
IFITM3P7,1,25124893,25125457
LOC124903880,1,25131164,25132919
SYF2,1,25222276,25232502
LOC124903881,1,25232589,25240273
RSRP1,1,25242249,25338254
LOC105376882,1,25269459,25274624
RHD,1,25272486,25330445
SDHDP6,1,25293358,25294669
TMEM50A,1,25338334,25362361
LOC124904723,1,25340971,25341034
LOC124904823,1,25346274,25346377
RHCE,1,25362249,25430203
SDHDP7,1,25398695,25400004
MACO1,1,25430897,25500209
LDLRAP1,1,25543606,25590400
MAN1C1,1,25616791,25784450
SELENON,1,25800193,25818221
MTFR1L,1,25819954,25832938
LOC646471,1,25819954,25823606
AUNIP,1,25831906,25859457
PAQR7,1,25861484,25875708
STMN1,1,25884179,25906880
SNRPFP2,1,25887330,25887702
RPL39P7,1,25888917,25889304
MIR3917,1,25906362,25906454
LOC105376885,1,25906550,25908243
PAFAH2,1,25959767,25998063
RNU6-110P,1,25964197,25964300
LOC124900433,1,26006216,26006299
EXTL1,1,26021775,26036464
SLC30A2,1,26037252,26046118
LOC105376910,1,26048258,26050654
TRIM63,1,26051301,26067630
PDIK1L,1,26111162,26125555
FAM110D,1,26159079,26163962
C1orf232,1,26164101,26168963
ZNF593OS,1,26169521,26171832
